GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
netex-java-model,uk.org.siri.siri,CapabilitiesResponseStructure,54,0,0,0,21,0,12,0,12,0
netex-java-model,uk.org.siri.siri,CheckStatusResponseBodyStructure.ErrorCondition,43,0,0,0,17,0,11,0,11,0
netex-java-model,uk.org.siri.siri,ProducerRequestEndpointStructure,82,0,0,0,33,0,20,0,20,0
netex-java-model,uk.org.siri.siri,ContextualisedRequestStructure,115,0,0,0,47,0,29,0,29,0
netex-java-model,uk.org.siri.siri,NoInfoForTopicErrorStructure,17,0,0,0,6,0,4,0,4,0
netex-java-model,uk.org.siri.siri,DataSupplyRequestStructure,71,0,0,0,28,0,16,0,16,0
netex-java-model,uk.org.siri.siri,TerminationResponseStatusStructure.ErrorCondition,67,0,0,0,27,0,17,0,17,0
netex-java-model,uk.org.siri.siri,UnknownSubscriberErrorStructure,29,0,0,0,11,0,7,0,7,0
netex-java-model,uk.org.siri.siri,CheckStatusResponseStructure,126,0,0,0,51,0,30,0,30,0
netex-java-model,uk.org.siri.siri,SiriSchema,240,0,2,0,99,0,60,0,59,0
netex-java-model,uk.org.siri.siri,BoundingBoxStructure,31,0,0,0,12,0,8,0,8,0
netex-java-model,uk.org.siri.siri,EndpointNotAvailableAccessStructure,29,0,0,0,11,0,7,0,7,0
netex-java-model,uk.org.siri.siri,AbstractRequestStructure,19,0,0,0,7,0,5,0,5,0
netex-java-model,uk.org.siri.siri,AbstractRequiredIdentifiedItemStructure,24,0,0,0,9,0,6,0,6,0
netex-java-model,uk.org.siri.siri,DataReadyResponseStructure.ErrorCondition,43,0,0,0,17,0,11,0,11,0
netex-java-model,uk.org.siri.siri,ServiceCapabilitiesRequestStructure,58,0,2,0,23,0,14,0,13,0
netex-java-model,uk.org.siri.siri,TerminationResponseStatusStructure,91,0,0,0,37,0,23,0,23,0
netex-java-model,uk.org.siri.siri,SubscriptionContextStructure,19,0,0,0,7,0,5,0,5,0
netex-java-model,uk.org.siri.siri,SubscriptionRequestStructure,107,0,8,0,34,0,20,0,16,0
netex-java-model,uk.org.siri.siri,ServiceDeliveryStructure,135,0,8,0,46,0,28,0,24,0
netex-java-model,uk.org.siri.siri,CapabilityRefStructure,19,0,0,0,7,0,5,0,5,0
netex-java-model,uk.org.siri.siri,AbstractIdentifiedItemStructure,24,0,0,0,9,0,6,0,6,0
netex-java-model,uk.org.siri.siri,ResponseStructure,19,0,0,0,7,0,5,0,5,0
netex-java-model,uk.org.siri.siri,AbstractCapabilitiesStructure,31,0,0,0,12,0,8,0,8,0
netex-java-model,uk.org.siri.siri,CapabilityGeneralInteractionStructure.Interaction,31,0,0,0,12,0,8,0,8,0
netex-java-model,uk.org.siri.siri,SubscriptionResponseBodyStructure,76,0,8,0,22,0,15,0,11,0
netex-java-model,uk.org.siri.siri,TerminateSubscriptionRequestStructure,163,0,8,0,58,0,36,0,32,0
netex-java-model,uk.org.siri.siri,TerminateSubscriptionResponseStructure,82,0,8,0,24,0,15,0,11,0
netex-java-model,uk.org.siri.siri,MessageQualifierStructure,19,0,0,0,7,0,5,0,5,0
netex-java-model,uk.org.siri.siri,ServiceNotAvailableErrorStructure,29,0,0,0,11,0,7,0,7,0
netex-java-model,uk.org.siri.siri,NaturalLanguageStringStructure,31,0,0,0,12,0,8,0,8,0
netex-java-model,uk.org.siri.siri,DataReceivedResponseStructure,56,0,0,0,22,0,13,0,13,0
netex-java-model,uk.org.siri.siri,AbstractReferencingItemStructure,24,0,0,0,9,0,6,0,6,0
netex-java-model,uk.org.siri.siri,ExtensionsStructure,19,0,0,0,7,0,5,0,5,0
netex-java-model,uk.org.siri.siri,UnknownExtensionsErrorStructure,62,0,8,0,16,0,11,0,7,0
netex-java-model,uk.org.siri.siri,DeliveryMethodEnumeration,31,34,4,0,5,6,4,2,2,2
netex-java-model,uk.org.siri.siri,DataReadyRequestStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,uk.org.siri.siri,SubscriptionFilterStructure,19,0,0,0,7,0,5,0,5,0
netex-java-model,uk.org.siri.siri,TerminateSubscriptionRequestBodyStructure,76,0,8,0,22,0,15,0,11,0
netex-java-model,uk.org.siri.siri,ServiceRequestStructure,52,0,0,0,20,0,11,0,11,0
netex-java-model,uk.org.siri.siri,AbstractServiceDeliveryStructure,144,0,0,0,59,0,36,0,36,0
netex-java-model,uk.org.siri.siri,ServiceDelivery,96,0,6,0,31,0,18,0,15,0
netex-java-model,uk.org.siri.siri,AbstractRequiredReferencingItemStructure,24,0,0,0,9,0,6,0,6,0
netex-java-model,uk.org.siri.siri,DataNameSpacesStructure,67,0,0,0,27,0,17,0,17,0
netex-java-model,uk.org.siri.siri,BeyondDataHorizonErrorStructure,17,0,0,0,6,0,4,0,4,0
netex-java-model,uk.org.siri.siri,SubscriptionTerminatedNotificationStructure,111,0,8,0,36,0,22,0,18,0
netex-java-model,uk.org.siri.siri,AbstractServiceCapabilitiesResponseStructure,72,0,0,0,29,0,18,0,18,0
netex-java-model,uk.org.siri.siri,CheckStatusResponseBodyStructure,79,0,0,0,32,0,20,0,20,0
netex-java-model,uk.org.siri.siri,NaturalLanguagePlaceNameStructure,31,0,0,0,12,0,8,0,8,0
netex-java-model,uk.org.siri.siri,ConsumerRequestEndpointStructure,82,0,0,0,33,0,20,0,20,0
netex-java-model,uk.org.siri.siri,AbstractSubscriptionRequestStructure,83,0,0,0,33,0,19,0,19,0
netex-java-model,uk.org.siri.siri,AuthenticatedRequestStructure,36,0,0,0,14,0,9,0,9,0
netex-java-model,uk.org.siri.siri,ProducerResponseStructure,84,0,0,0,34,0,21,0,21,0
netex-java-model,uk.org.siri.siri,TransportDescriptionStructure,31,0,0,0,12,0,8,0,8,0
netex-java-model,uk.org.siri.siri,AllowedResourceUsageExceededErrorStructure,17,0,0,0,6,0,4,0,4,0
netex-java-model,uk.org.siri.siri,LineShapeStructure,52,0,8,0,12,0,9,0,5,0
netex-java-model,uk.org.siri.siri,AbstractSubscriptionStructure,43,0,0,0,17,0,11,0,11,0
netex-java-model,uk.org.siri.siri,CapabilityNotSupportedErrorStructure,29,0,0,0,11,0,7,0,7,0
netex-java-model,uk.org.siri.siri,ConsumerResponseEndpointStructure,60,0,0,0,24,0,15,0,15,0
netex-java-model,uk.org.siri.siri,ErrorCodeStructure,31,0,0,0,12,0,8,0,8,0
netex-java-model,uk.org.siri.siri,UnknownSubscriptionErrorStructure,29,0,0,0,11,0,7,0,7,0
netex-java-model,uk.org.siri.siri,SubscriptionFilterRefStructure,19,0,0,0,7,0,5,0,5,0
netex-java-model,uk.org.siri.siri,AbstractNotificationStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,uk.org.siri.siri,CommunicationsTransportMethodEnumeration,31,78,4,0,5,10,4,2,2,2
netex-java-model,uk.org.siri.siri,AbstractDiscoveryDeliveryStructure,60,0,0,0,24,0,15,0,15,0
netex-java-model,uk.org.siri.siri,MessageRefStructure,12,0,0,0,4,0,3,0,3,0
netex-java-model,uk.org.siri.siri,ServiceDeliveryBodyStructure,100,0,8,0,32,0,21,0,17,0
netex-java-model,uk.org.siri.siri,CoordinatesStructure,52,0,8,0,12,0,9,0,5,0
netex-java-model,uk.org.siri.siri,AbstractItemStructure,19,0,0,0,7,0,5,0,5,0
netex-java-model,uk.org.siri.siri,ResponseEndpointStructure,72,0,0,0,29,0,18,0,18,0
netex-java-model,uk.org.siri.siri,InvalidDataReferencesErrorStructure,62,0,8,0,16,0,11,0,7,0
netex-java-model,uk.org.siri.siri,ErrorConditionElementStructure,211,0,0,0,87,0,53,0,53,0
netex-java-model,uk.org.siri.siri,HeartbeatNotificationStructure,131,0,0,0,53,0,31,0,31,0
netex-java-model,uk.org.siri.siri,ObjectFactory,1158,0,0,0,205,0,148,0,148,0
netex-java-model,uk.org.siri.siri,ParametersIgnoredErrorStructure,62,0,8,0,16,0,11,0,7,0
netex-java-model,uk.org.siri.siri,AccessNotAllowedErrorStructure,17,0,0,0,6,0,4,0,4,0
netex-java-model,uk.org.siri.siri,UnknownEndpointErrorStructure,29,0,0,0,11,0,7,0,7,0
netex-java-model,uk.org.siri.siri,ProducerResponseEndpointStructure,60,0,0,0,24,0,15,0,15,0
netex-java-model,uk.org.siri.siri,ServiceRequestContextStructure,271,0,0,0,112,0,68,0,68,0
netex-java-model,uk.org.siri.siri,UnknownParticipantErrorStructure,29,0,0,0,11,0,7,0,7,0
netex-java-model,uk.org.siri.siri,LocationStructure,79,0,0,0,32,0,20,0,20,0
netex-java-model,uk.org.siri.siri,AbstractFunctionalServiceRequestStructure,17,0,0,0,6,0,4,0,4,0
netex-java-model,uk.org.siri.siri,SubscriptionRequest,96,0,6,0,31,0,18,0,15,0
netex-java-model,uk.org.siri.siri,ParticipantRefStructure,19,0,0,0,7,0,5,0,5,0
netex-java-model,uk.org.siri.siri,CapabilityGeneralInteractionStructure.Delivery,31,0,0,0,12,0,8,0,8,0
netex-java-model,uk.org.siri.siri,EndpointDeniedAccessStructure,29,0,0,0,11,0,7,0,7,0
netex-java-model,uk.org.siri.siri,AbstractServiceRequestStructure,24,0,0,0,9,0,6,0,6,0
netex-java-model,uk.org.siri.siri,CapabilityRequestPolicyStructure,88,0,8,0,27,0,18,0,14,0
netex-java-model,uk.org.siri.siri,ErrorConditionStructure,139,0,0,0,57,0,35,0,35,0
netex-java-model,uk.org.siri.siri,RequestStructure,82,0,0,0,33,0,20,0,20,0
netex-java-model,uk.org.siri.siri,SubscriptionResponseStructure,118,0,8,0,39,0,24,0,20,0
netex-java-model,uk.org.siri.siri,PredictorsEnumeration,31,34,4,0,5,6,4,2,2,2
netex-java-model,uk.org.siri.siri,CheckStatusRequestStructure,76,0,2,0,30,0,17,0,16,0
netex-java-model,uk.org.siri.siri,AbstractDiscoveryRequestStructure,58,0,0,0,23,0,14,0,14,0
netex-java-model,uk.org.siri.siri,StatusResponseStructure,108,0,0,0,44,0,27,0,27,0
netex-java-model,uk.org.siri.siri,OtherErrorStructure,17,0,0,0,6,0,4,0,4,0
netex-java-model,uk.org.siri.siri,ItemRefStructure,19,0,0,0,7,0,5,0,5,0
netex-java-model,uk.org.siri.siri,ErrorDescriptionStructure,19,0,0,0,7,0,5,0,5,0
netex-java-model,uk.org.siri.siri,ServiceRequest,97,0,8,0,30,0,18,0,14,0
netex-java-model,uk.org.siri.siri,CapabilitiesRequestStructure,76,0,2,0,30,0,17,0,16,0
netex-java-model,uk.org.siri.siri,ServiceDeliveryBodyStructure.ErrorCondition,43,0,0,0,17,0,11,0,11,0
netex-java-model,uk.org.siri.siri,CapabilityGeneralInteractionStructure,91,0,0,0,37,0,23,0,23,0
netex-java-model,uk.org.siri.siri,UnapprovedKeyAccessStructure,29,0,0,0,11,0,7,0,7,0
netex-java-model,uk.org.siri.siri,DataReceivedResponseStructure.ErrorCondition,43,0,0,0,17,0,11,0,11,0
netex-java-model,uk.org.siri.siri,CompressionMethodEnumeration,31,45,4,0,5,7,4,2,2,2
netex-java-model,uk.org.siri.siri,DataReadyResponseStructure,56,0,0,0,22,0,13,0,13,0
netex-java-model,uk.org.siri.siri,DataSupplyRequestBodyStructure,31,0,0,0,12,0,8,0,8,0
netex-java-model,uk.org.siri.siri,ServiceDeliveryErrorConditionStructure,199,0,0,0,82,0,50,0,50,0
netex-java-model,uk.org.siri.siri,SubscriptionQualifierStructure,19,0,0,0,7,0,5,0,5,0
netex-java-model,uk.org.siri.siri,CapabilitySubscriptionPolicyStructure,31,0,0,0,12,0,8,0,8,0
netex-java-model,org.rutebanken.util,LocalTimeISO8601XmlAdapter,8,31,2,0,3,7,2,3,1,3
netex-java-model,org.rutebanken.util,LocalDateXmlAdapter,2,39,1,1,1,11,1,4,0,4
netex-java-model,org.rutebanken.util,LocalDateTimeISO8601XmlAdapter,0,39,0,2,0,10,0,5,0,4
netex-java-model,org.rutebanken.netex.model,TopographicPlace_DerivedViewStructure,77,0,0,0,31,0,19,0,19,0
netex-java-model,org.rutebanken.netex.model,UsageParameterPriceRefs_RelStructure,57,0,8,0,14,0,10,0,6,0
netex-java-model,org.rutebanken.netex.model,VehiclePositionAlignmentRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,TypeOfSecurityList,161,0,6,0,57,0,31,0,28,0
netex-java-model,org.rutebanken.netex.model,ScheduledStopPoint_DerivedViewStructure,197,0,0,0,81,0,49,0,49,0
netex-java-model,org.rutebanken.netex.model,NoticeAssignmentViews_RelStructure,62,0,8,0,16,0,11,0,7,0
netex-java-model,org.rutebanken.netex.model,ServiceExclusion,161,0,6,0,57,0,31,0,28,0
netex-java-model,org.rutebanken.netex.model,RetailDevices_RelStructure,62,0,8,0,16,0,11,0,7,0
netex-java-model,org.rutebanken.netex.model,OperatorActivitiesEnumeration,31,56,4,0,5,8,4,2,2,2
netex-java-model,org.rutebanken.netex.model,TimeDemandTypeRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,ValueSet,141,0,6,0,49,0,27,0,24,0
netex-java-model,org.rutebanken.netex.model,DistributionAssignmentRefStructure,52,0,0,0,20,0,11,0,11,0
netex-java-model,org.rutebanken.netex.model,AssistanceNeededEnumeration,31,67,4,0,5,9,4,2,2,2
netex-java-model,org.rutebanken.netex.model,Level,166,0,6,0,59,0,32,0,29,0
netex-java-model,org.rutebanken.netex.model,Quay,496,3,18,0,178,1,94,1,85,1
netex-java-model,org.rutebanken.netex.model,QueueingEquipment,221,0,6,0,81,0,43,0,40,0
netex-java-model,org.rutebanken.netex.model,EscalatorEquipment,261,0,6,0,97,0,51,0,48,0
netex-java-model,org.rutebanken.netex.model,FrequencyGroups_RelStructure,62,0,8,0,16,0,11,0,7,0
netex-java-model,org.rutebanken.netex.model,DiscountingRule_VersionedStructure,207,0,6,0,76,0,42,0,39,0
netex-java-model,org.rutebanken.netex.model,StopEventRequestRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,AccountableElementRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,DistributionChannel_VersionStructure.DistributionGroupRef,52,0,0,0,20,0,11,0,11,0
netex-java-model,org.rutebanken.netex.model,DeadRunCall_VersionedChildStructure,351,0,6,0,137,0,81,0,78,0
netex-java-model,org.rutebanken.netex.model,LineRefs_RelStructure,62,0,8,0,16,0,11,0,7,0
netex-java-model,org.rutebanken.netex.model,ValidityTriggerRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,EquipmentPosition,156,0,6,0,55,0,30,0,27,0
netex-java-model,org.rutebanken.netex.model,RampEquipment,246,0,6,0,91,0,48,0,45,0
netex-java-model,org.rutebanken.netex.model,TypeOfMachineReadability_VersionStructure,156,0,6,0,55,0,30,0,27,0
netex-java-model,org.rutebanken.netex.model,CompanionProfileRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,ScheduledStopPointRefs_RelStructure,29,0,0,0,11,0,7,0,7,0
netex-java-model,org.rutebanken.netex.model,TransportAdministrativeZoneRef,52,0,0,0,20,0,11,0,11,0
netex-java-model,org.rutebanken.netex.model,DisplayAssignmentRefStructure,52,0,0,0,20,0,11,0,11,0
netex-java-model,org.rutebanken.netex.model,FrameNatureEnumeration,31,56,4,0,5,8,4,2,2,2
netex-java-model,org.rutebanken.netex.model,DistanceMatrixElementsInFrame_RelStructure,57,0,8,0,14,0,10,0,6,0
netex-java-model,org.rutebanken.netex.model,SameOperatorEnumeration,31,56,4,0,5,8,4,2,2,2
netex-java-model,org.rutebanken.netex.model,MonitoredCall_VersionedChildStructure,331,0,6,0,126,0,68,0,65,0
netex-java-model,org.rutebanken.netex.model,MinimumStay,235,0,12,0,80,0,44,0,38,0
netex-java-model,org.rutebanken.netex.model,PointsOnLink_RelStructure,69,0,8,0,19,0,13,0,9,0
netex-java-model,org.rutebanken.netex.model,TypeOfActivation_ValueStructure,161,0,6,0,57,0,31,0,28,0
netex-java-model,org.rutebanken.netex.model,JourneyMeetingsInFrame_RelStructure,62,0,8,0,16,0,11,0,7,0
netex-java-model,org.rutebanken.netex.model,RouteInstructions_RelStructure.RouteInstruction,176,0,6,0,63,0,34,0,31,0
netex-java-model,org.rutebanken.netex.model,TrainBlockPart,191,0,6,0,69,0,37,0,34,0
netex-java-model,org.rutebanken.netex.model,Address_VersionStructure,215,0,6,0,79,0,43,0,40,0
netex-java-model,org.rutebanken.netex.model,ControlCentre_VersionStructure,227,0,6,0,84,0,46,0,43,0
netex-java-model,org.rutebanken.netex.model,TimeInterval,216,0,6,0,79,0,42,0,39,0
netex-java-model,org.rutebanken.netex.model,ChargingMomentEnumeration,31,144,4,0,5,16,4,2,2,2
netex-java-model,org.rutebanken.netex.model,LiftEquipment,326,0,6,0,123,0,64,0,61,0
netex-java-model,org.rutebanken.netex.model,AlternativeTexts_RelStructure,57,0,8,0,14,0,10,0,6,0
netex-java-model,org.rutebanken.netex.model,FulfilmentMethod,201,0,6,0,73,0,39,0,36,0
netex-java-model,org.rutebanken.netex.model,Transfer_VersionStructure,210,0,6,0,78,0,45,0,42,0
netex-java-model,org.rutebanken.netex.model,AdministrativeZoneRefStructure,52,0,0,0,20,0,11,0,11,0
netex-java-model,org.rutebanken.netex.model,ActivationPointsInFrame_RelStructure,62,0,8,0,16,0,11,0,7,0
netex-java-model,org.rutebanken.netex.model,MeetingPointServiceRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,SalesOfferPackageSubstitutions_RelStructure,62,0,8,0,16,0,11,0,7,0
netex-java-model,org.rutebanken.netex.model,TicketingEquipment_VersionStructure,609,0,54,0,191,0,117,0,90,0
netex-java-model,org.rutebanken.netex.model,FlexibleStopPlacesInFrame_RelStructure,62,0,8,0,16,0,11,0,7,0
netex-java-model,org.rutebanken.netex.model,GroupOfTimebandsRefStructure,52,0,0,0,20,0,11,0,11,0
netex-java-model,org.rutebanken.netex.model,PointOfInterestVehicleEntrance_VersionStructure,390,0,12,0,142,0,75,0,69,0
netex-java-model,org.rutebanken.netex.model,ActivationLinkRefByValueStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,CommercialProfileRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,ResidentialQualification_VersionStructure,195,0,6,0,72,0,42,0,39,0
netex-java-model,org.rutebanken.netex.model,FlexibleServiceAssignmentRefStructure,52,0,0,0,20,0,11,0,11,0
netex-java-model,org.rutebanken.netex.model,TypesOfSalesOfferPackage_RelStructure,62,0,8,0,16,0,11,0,7,0
netex-java-model,org.rutebanken.netex.model,VersionFrameRefs_RelStructure,62,0,8,0,16,0,11,0,7,0
netex-java-model,org.rutebanken.netex.model,TopographicPlaceDescriptor_VersionedChildStructure.Qualify,31,0,0,0,12,0,8,0,8,0
netex-java-model,org.rutebanken.netex.model,Point_VersionStructure,198,0,6,0,73,0,42,0,39,0
netex-java-model,org.rutebanken.netex.model,TypeOfConcession,161,0,6,0,57,0,31,0,28,0
netex-java-model,org.rutebanken.netex.model,FlexibleQuayRefStructure,52,0,0,0,20,0,11,0,11,0
netex-java-model,org.rutebanken.netex.model,FareContractSecurityListing_VersionedChildStructure,138,0,6,0,48,0,27,0,24,0
netex-java-model,org.rutebanken.netex.model,PlaceLighting,211,0,6,0,77,0,41,0,38,0
netex-java-model,org.rutebanken.netex.model,ServiceSiteRefStructure,52,0,0,0,20,0,11,0,11,0
netex-java-model,org.rutebanken.netex.model,CarServiceFacilityEnumeration,31,89,4,0,5,11,4,2,2,2
netex-java-model,org.rutebanken.netex.model,LinkSequence_VersionStructure,219,3,6,0,82,1,47,1,44,1
netex-java-model,org.rutebanken.netex.model,PointOfInterestClassificationHierarchy_VersionStructure,168,0,6,0,60,0,33,0,30,0
netex-java-model,org.rutebanken.netex.model,SameTypeOfProductCategoryEnumeration,31,56,4,0,5,8,4,2,2,2
netex-java-model,org.rutebanken.netex.model,AllCountriesRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,GroupOfEntitiesRefStructure,52,0,0,0,20,0,11,0,11,0
netex-java-model,org.rutebanken.netex.model,DataObjectDeliveryStructure,103,0,0,0,41,0,23,0,23,0
netex-java-model,org.rutebanken.netex.model,TypeOfCodespaceAssignment,156,0,6,0,55,0,30,0,27,0
netex-java-model,org.rutebanken.netex.model,VehicleStoppingPositionRefStructure,52,0,0,0,20,0,11,0,11,0
netex-java-model,org.rutebanken.netex.model,ZoneProjection,166,0,6,0,59,0,32,0,29,0
netex-java-model,org.rutebanken.netex.model,ValidableElementPrices_RelStructure,57,0,8,0,14,0,10,0,6,0
netex-java-model,org.rutebanken.netex.model,DistributionChannelTypeEnumeration,31,133,4,0,5,15,4,2,2,2
netex-java-model,org.rutebanken.netex.model,FlexibleStopPlaceRefs_RelStructure,62,0,8,0,16,0,11,0,7,0
netex-java-model,org.rutebanken.netex.model,DriverTripRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,PlaceSign,236,0,6,0,87,0,46,0,43,0
netex-java-model,org.rutebanken.netex.model,Service_VersionFrameStructure,637,0,6,0,255,0,149,0,146,0
netex-java-model,org.rutebanken.netex.model,PointOfInterestClassificationHierarchiesInFrame_RelStructure,62,0,8,0,16,0,11,0,7,0
netex-java-model,org.rutebanken.netex.model,PreviousCall,281,0,6,0,105,0,55,0,52,0
netex-java-model,org.rutebanken.netex.model,TurnaroundTimeLimitTimeRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,PurposeOfJourneyPartitionRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,TimeStructureFactor_VersionStructure,239,0,6,0,89,0,49,0,46,0
netex-java-model,org.rutebanken.netex.model,CustomerPurchasePackageElementRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,LuggageServiceFacilityEnumeration,31,89,4,0,5,11,4,2,2,2
netex-java-model,org.rutebanken.netex.model,PassengerInformationEquipmentRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,CustomersInFrame_RelStructure,57,0,8,0,14,0,10,0,6,0
netex-java-model,org.rutebanken.netex.model,AccessibilityLimitation,141,0,6,0,49,0,27,0,24,0
netex-java-model,org.rutebanken.netex.model,OperatingDepartment_VersionStructure,213,0,6,0,78,0,42,0,39,0
netex-java-model,org.rutebanken.netex.model,PointsOnSection_RelStructure,57,0,8,0,14,0,10,0,6,0
netex-java-model,org.rutebanken.netex.model,FareTables_RelStructure,57,0,8,0,14,0,10,0,6,0
netex-java-model,org.rutebanken.netex.model,VehicleTypePreference,151,0,6,0,53,0,29,0,26,0
netex-java-model,org.rutebanken.netex.model,ReliefPoint_VersionStructure,178,0,6,0,64,0,35,0,32,0
netex-java-model,org.rutebanken.netex.model,JourneyWaitTime_VersionedChildStructure,160,0,6,0,57,0,32,0,29,0
netex-java-model,org.rutebanken.netex.model,PathLinkInSequence,165,0,12,0,52,0,30,0,24,0
netex-java-model,org.rutebanken.netex.model,HireService_VersionStructure,221,0,14,0,73,0,41,0,34,0
netex-java-model,org.rutebanken.netex.model,HailAndRideAreas_RelStructure,62,0,8,0,16,0,11,0,7,0
netex-java-model,org.rutebanken.netex.model,TemplateServiceJourney,451,0,6,0,173,0,89,0,86,0
netex-java-model,org.rutebanken.netex.model,StrictContainmentAggregationStructure,9,3,0,0,3,1,2,1,2,1
netex-java-model,org.rutebanken.netex.model,SeasonEnumeration,31,67,4,0,5,9,4,2,2,2
netex-java-model,org.rutebanken.netex.model,PassengerCapacity,161,0,6,0,57,0,31,0,28,0
netex-java-model,org.rutebanken.netex.model,JourneyLayoverStructure,160,0,6,0,57,0,32,0,29,0
netex-java-model,org.rutebanken.netex.model,PlaceInSequenceRefStructure,52,0,0,0,20,0,11,0,11,0
netex-java-model,org.rutebanken.netex.model,PointOfInterestHierarchyRefStructure,52,0,0,0,20,0,11,0,11,0
netex-java-model,org.rutebanken.netex.model,TimeDemandTypeAssigmentRefStructure,52,0,0,0,20,0,11,0,11,0
netex-java-model,org.rutebanken.netex.model,Operator_VersionStructure.Address,261,0,6,0,97,0,51,0,48,0
netex-java-model,org.rutebanken.netex.model,MealFacilityEnumeration,31,67,4,0,5,9,4,2,2,2
netex-java-model,org.rutebanken.netex.model,SiteComponentRefStructure,52,0,0,0,20,0,11,0,11,0
netex-java-model,org.rutebanken.netex.model,TypeOfRetailDevice,161,0,6,0,57,0,31,0,28,0
netex-java-model,org.rutebanken.netex.model,DistributionChannelsInFrame_RelStructure,57,0,8,0,14,0,10,0,6,0
netex-java-model,org.rutebanken.netex.model,FareScheduledStopPointRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,UsageValidityPeriod,251,0,6,0,93,0,49,0,46,0
netex-java-model,org.rutebanken.netex.model,ParkingEntranceForVehiclesRefStructure,52,0,0,0,20,0,11,0,11,0
netex-java-model,org.rutebanken.netex.model,SalesOfferPackageSubstitution,151,0,6,0,53,0,29,0,26,0
netex-java-model,org.rutebanken.netex.model,CateringService_VersionStructure,221,0,14,0,73,0,41,0,34,0
netex-java-model,org.rutebanken.netex.model,QualityStructureFactorPrice_VersionedChildStructure,213,0,6,0,78,0,42,0,39,0
netex-java-model,org.rutebanken.netex.model,PointOnLink,141,0,6,0,49,0,27,0,24,0
netex-java-model,org.rutebanken.netex.model,CheckConstraintDelaysInFrame_RelStructure,62,0,8,0,16,0,11,0,7,0
netex-java-model,org.rutebanken.netex.model,RoutingRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,GeographicalStructureFactorRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,TimeUnitPrice_VersionedChildStructure,213,0,6,0,78,0,42,0,39,0
netex-java-model,org.rutebanken.netex.model,GroupOfEntities_VersionStructure.InfoLinks,41,0,6,0,9,0,7,0,4,0
netex-java-model,org.rutebanken.netex.model,InterchangeRuleTimingRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,OfferedTravelSpecification,236,0,6,0,87,0,46,0,43,0
netex-java-model,org.rutebanken.netex.model,TypeOfEquipmentRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,ClassRefTypeEnumeration,31,45,4,0,5,7,4,2,2,2
netex-java-model,org.rutebanken.netex.model,GeneralFrameMembers_RelStructure,62,0,8,0,16,0,11,0,7,0
netex-java-model,org.rutebanken.netex.model,CrossingEquipmentRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,GeographicalUnitPrice_VersionedChildStructure,225,0,6,0,83,0,45,0,42,0
netex-java-model,org.rutebanken.netex.model,LuggageLockerEquipment,211,0,6,0,77,0,41,0,38,0
netex-java-model,org.rutebanken.netex.model,PlaceSignStructure,250,0,6,0,93,0,50,0,47,0
netex-java-model,org.rutebanken.netex.model,ReliefOpportunityRefStructure,47,0,0,0,18,0,10,0,10,0
netex-java-model,org.rutebanken.netex.model,SameTypeOfTravelDocumentEnumeration,31,78,4,0,5,10,4,2,2,2
netex-java-model,org.rutebanken.netex.model,CustomerAccountStatusRefs_RelStructure,62,0,8,0,16,0,11,0,7,0
netex-java-model,org.rutebanken.netex.model,PublicationDeliveryStructure,57,39,2,0,23,16,14,10,13,10
